"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
6.56285990497016,8.77254393309101,12.0231076544766,28.3737940320697,20.850053533604,32.7638183034492,38.2179236396558,40.0159457987016,46.6077096532625,41.4684960246643,49.1425102955485,46.7249737315006,49.6459469905871,52.3895107161631,51.2682224845401,55.9455109499484,51.9361688431567,54.0617723048844,54.1953659899387,54.6799872114214
0.540329998315654,15.6190186050083,18.3423193019181,15.8134658480194,24.3666415643252,23.9260856471654,19.0022582900632,39.9618586792849,35.6651860002969,45.5489914282586,34.6569302016305,44.3699683140489,54.8162479973468,51.8395648553763,53.6766618893183,49.9174067711103,54.8676330322217,57.0440575653331,56.4576862800507,55.0319779111008
3.81030615396374,10.6743146566374,14.4605043914811,18.321947424291,38.4011991184584,34.5180041565037,22.7752370042239,25.6910254893238,46.4430673553913,42.9969037004014,45.4668707332396,43.239345232958,52.2738902080654,52.126593700158,54.0869792183535,53.4719152435365,54.9399099766902,55.0277006551279,54.7094482449893,55.8414028948924
8.90454865272672,8.77854624555729,23.7924031107628,18.6114242627326,26.3771094824876,38.0500751036243,39.6518296599875,35.490443907449,44.4949287584964,38.0307719241643,48.2971184255188,44.4703221431631,50.5062623183341,48.2118262088531,55.2305338065043,56.5741486296015,53.3879977156008,54.2952045118964,54.9413326408669,55.4357243129954
5.79123458012378,11.3978243553562,7.84897933538632,20.5283855976493,23.120647254037,32.8626609875256,33.4521054178293,32.3874050628128,43.8953373487383,34.5709226632827,39.6839932902119,45.5660924108118,48.9328951601229,46.1628618602465,44.9870298945725,46.2014367672119,55.8294946826753,54.963257581515,53.8732216542291,53.7736533026287
7.00122099816014,13.9980630022906,26.4911380416093,29.893984272384,32.3341471366023,33.5010442603641,36.34491896487,41.0051421221517,42.9318215982232,49.7840579249745,40.1815900496481,47.4268127340564,46.6230329532646,44.9083174645969,54.4699171257168,46.880408486256,54.7247629306023,56.3863960287131,54.0734189896702,55.4004160416481
2.54329482586435,8.38014501057764,12.767340171128,23.2717737950674,24.1048451389191,22.1745382755437,35.2930154289115,28.958836704634,34.3515221515974,39.0312393422328,43.0391998897285,53.8080609603905,49.3461825861348,55.3681379348767,39.4837393240699,55.2915250655158,55.1209435053295,56.7948177957955,54.4974059928501,55.5407517090195
2.14944042335139,6.20053327363638,9.89139354592304,23.6980366808568,20.3523585390221,27.5451212358982,33.0014523046086,41.0215933188124,41.147647681528,40.8642398626766,34.045945400535,49.4736736749515,48.8020194524728,52.7738678112444,55.1216131556224,57.8428012787609,54.6318598809236,55.2440770131628,56.8052859384314,55.2233278743892
7.15967211937192,9.35129959683724,10.4912117981342,6.8537314012652,13.1434480751029,31.901086686813,32.9192331698085,38.417547475549,37.720373426468,43.59938355169,46.0094634178407,46.6141850659878,45.6355663270077,53.4673876137695,51.8093296400043,54.9637165837038,54.7588771223562,56.4906716544312,54.2415266905635,54.2092142695687
5.66762513723082,6.99047824031125,11.7216994816921,13.0037183534489,24.9173184512747,41.3870344314289,36.5835790393944,37.4290675722842,28.2761390990511,46.928445459907,45.1985089781622,53.6592995631362,40.8116798726385,55.3864787473683,54.864362037246,56.0144864605177,54.1410201884117,55.9133122883757,55.8508435385624,54.1915865738178
