"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.562859904970164,0.772543933091014,-0.976892345523402,-2.62620596793029,-1.14994646639603,0.763818303449232,1.2179236396558,1.01594579870157,1.60770965326247,-0.5315039753357,1.14251029554849,-0.275026268499418,0.645946990587118,1.3895107161631,-1.73177751545989,0.945510949948354,-3.06383115684328,-0.938227695115638,-0.804634010061345,-0.320012788578647
-0.459670001684347,0.619018605008329,1.34231930191808,-0.186534151980614,0.366641564325246,-1.07391435283463,-0.997741709936808,-0.0381413207151449,0.665186000296859,-0.451008571741408,1.65693020163054,0.369968314048883,-0.183752002653166,-2.16043514462368,-0.3233381106817,0.917406771110269,-0.132366967778345,2.04405756533313,1.4576862800507,0.0319779111007815
0.810306153963737,0.674314656637402,-1.53949560851893,0.321947424290957,3.40119911845836,0.518004156503753,-0.224762995776151,0.691025489323834,1.44306735539135,0.996903700401409,-0.533129266760364,-1.760654767042,2.27389020806542,1.12659370015805,-0.913020781646474,-1.52808475646348,-0.0600900233097834,0.0277006551278981,-0.290551755010661,0.841402894892391
0.90454865272672,0.778546245557285,1.79240311076283,-1.3885757372674,0.377109482487596,-0.949924896375684,-0.348170340012479,-2.50955609255104,0.494928758496356,-1.96922807583573,0.297118425518812,0.470322143163138,-1.49373768166595,0.211826208853136,0.23053380650429,1.57414862960146,-1.61200228439919,-0.704795488103628,-0.0586673591330966,0.43572431299541
-1.20876541987622,-0.602175644643825,-0.151020664613685,-1.47161440235068,1.12064725403701,-0.137339012474385,-0.547894582170724,-0.612594937187179,-1.10466265126172,-0.429077336717332,-0.316006709788066,-0.433907589188228,0.93289516012295,0.162861860246457,-0.0129701054275507,-1.79856323278808,0.829494682675335,-0.0367424184850077,-1.12677834577093,-1.2263466973713
0.00122099816013949,-1.00193699770939,0.491138041609263,1.89398427238405,-0.665852863397652,-0.498955739635899,0.344918964869981,1.00514212215166,-1.0681784017768,0.784057924974541,0.181590049648102,0.426812734056368,0.623032953264555,-0.0916825354031347,-0.530082874283149,-0.119591513744042,-0.275237069397664,1.38639602871306,-0.926581010329811,0.400416041648084
-0.45670517413565,0.380145010577638,-2.23265982887204,0.271773795067393,-1.89515486108095,0.174538275543671,-1.70698457108853,0.958836704634013,0.351522151597355,0.0312393422327843,0.0391998897285175,-1.19193903960952,1.34618258613476,1.36813793487668,0.483739324069894,0.291525065515767,0.120943505329466,1.79481779579551,-0.502594007149939,0.540751709019543
1.14944042335139,0.200533273636384,0.891393545923042,0.69803668085679,-0.647641460977936,2.54512123589823,0.00145230460856188,-0.978406681187552,1.14764768152799,-1.13576013732336,-0.954054599465013,0.473673674951454,0.802019452472761,-0.22613218875564,0.121613155622441,2.84280127876087,-0.368140119076365,0.2440770131628,1.80528593843137,0.223327874389247
-0.840327880628084,1.35129959683724,-0.508788201865848,0.8537314012652,0.143448075102861,0.901086686812987,1.91923316980851,1.41754747554895,1.72037342646797,-0.400616448309978,2.00946341784068,0.614185065987798,0.635566327007689,-1.53261238623055,-0.190670359995714,-0.0362834162962172,-0.241122877643825,1.4906716544312,-0.758473309436541,-0.790785730431317
-0.332374862769178,-0.00952175968874758,1.72169948169212,0.00371835344890806,0.917318451274746,0.387034431428899,0.583579039394423,-0.570932427715766,1.27613909905114,-0.071554540093048,-1.80149102183778,-1.34070043686377,-1.18832012736149,0.38647874736831,-0.135637962753956,1.01448646051774,-0.858979811588258,0.913312288375683,0.850843538562429,-0.808413426182196
